location,address,phone_number,ratings,ratings_count
kavundampalayam,"14, Mettupalayam Main Road, Jayathi Nagar, Kavundampalayam, Coimbatore, Tamil Nadu, 641030",8929261370,4.9,960
Race Course Road,"Door No 86, Rathinam Circle View Building, Race Course Road, Coimbatore, Tamil Nadu, 641018",8447912932,4.9,1086
Abu Lane,"Ground Floor, C313, Abu Lane, Meerut, Uttar Pradesh, 250001",8447727685,4.7,565
Lajpat Nagar,"Ground Floor, Plot No 120/852, Narainpurwa, Lajpat Nagar, Kanpur, Uttar Pradesh, 208012",8447893843,4.9,635
Tara Mandal,"12-B, Buddh Vihar Colony, Tara Mandal Bypass Road, Opposite GDA Office, Gorakhpur, Uttar Pradesh, 273107",9953709749,4.9,294
"Sector 12, Vasundhara","Plot No 506, Ground Floor, Sector 12, Vasundhara, Opposite Sunrise Mall, Ghaziabad, Uttar Pradesh, 201012",7428891374,4.8,828
Basharatpur,"UGF, JP Complex, Plot No 281A, Basharatpur, Near Passport Office, Gorakhpur, Uttar Pradesh, 273004",8929608628,4.9,896
Junction Mall,"Shop No Ug 09, Ground Floor, Harekrishna Konar Sarani, Junction Mall, Near Citi Residency, Durgapur, West Bengal, 713216",7428891356,4.9,1519
Bidhan Nagar,"DD7, DD Block, Sector 1, Bidhannagar, Saltlake ILS Hospital, Near City Centre 1 Mall, Kolkata, West Bengal, 700064",8744060717,4.9,1235
Malda Town,"28/33, Kj Sanyal Road, Po, Kj Sanyal Road, Near North Bengal Nursing Home, Malda Town, West Bengal, 732101",8826001362,4.9,1588
Uluberia,"Upper Floor, JL No 86, Near Sun Hospital, P S Uluberia, Howrah, West Bengal, 711316",9899410236,4.9,671
Naihati,"231, Rishi Bankim Chandra Road, Gowalapara Ghat, Naihati, Kolkata, West Bengal, 743165",8447806693,4.9,1829
Sakher Bazaar,"5B Diamond Harbour Road, Chowrasta, Purba Barisha, Silpara, Beside Sakherbazaar Behala, Kolkata, West Bengal, 700008",9582946566,4.9,1953
Fairlands,"17/21, Ground Floor, Brindavan Road, Fairlands, Near Sarada Vidyalaya School, Salem, Tamil Nadu, 636016",7428890085,4.9,2056
"Phoenix Market City Mall, Velachery","Shop No 142, 1St Floor, Phoenix Market City Mall, Velachery, Next To Raymonds Showroom, Chennai, Tamil Nadu, 600042",7428891148,4.9,3021
RS Puram,"Shop No. 581/1, Db Road, Rs Puram, Near Eye Foundation, Coimbatore, Tamil Nadu, 641002",7428890097,4.8,2334
Rajakilpakkam,"Shop No 31, Plot No 1, Sembakkam, Mgr Street, Rajakilpakkam, Near To New Life Hospital, Chennai, Tamil Nadu, 600073",7428891150,4.9,2985
Ambedkar Road,"Ssa Arcade, 10/1, Ground Floor, Dr Ambedkar Road, 4Th Avenue, Ashok Nagar, Opposite Thick Shake Factory, Chennai, Tamil Nadu, 600083",8929033731,4.9,2766
Civil Lines,"Lg 4, Lower Ground Floor, Ram Raghu Palazzo, Church Road, Civil Lines Village Sarjepur, Civil Lines, Agra, Uttar Pradesh, 282002",8447731781,4.9,822
Shahjahanpur,"Nath Tower, Tareen Bahadur Ganj, Near Ghantaghar, Shahjahanpur, Uttar Pradesh, 242001",8929342372,4.9,551
Swaroop Nagar,"Shop No G8 & G9, Ground Floor, House No 7/118, Tulsa Complex, Swaroop Nagar, Kanpur, Uttar Pradesh, 208002",8447745038,4.7,666
Sikandara,"Shop No 3, Ground Floor, Crossroads Mall, Bodla Road, Sikandra, Agra, Uttar Pradesh, 282007",8929598410,4.9,315
Hazratganj,"Shop No 4,5,6, Gobind Ram Son'S, Besides Marksmen Restaurant, Hazratganj, Besides Marskmen Restaurant, Lucknow, Uttar Pradesh, 226001",9643241384,4.9,5590
"Barasat, Champadali","Lake View Apartment, 75/1 / A & B Jessore Road, Sethpukur, Barasat, Near Sethpukur Athletic Club, Kolkata, West Bengal, 700124",8929688278,4.9,3327
Burdwan,"No 1 Officers Colony, G T Road, Parbirhata Branch, Po Sripally, Near State Bank Of India, Burdwan, West Bengal, 713103",9999213835,4.9,1874
Tollygunge,"Shop No 39/1B, Tollygunge, Opposite Ashok Nagar Park, Kolkata, West Bengal, 700040",7428891063,4.9,2026
Shakespeare Sarani,"3A, Ground Floor, Shakespeare Sarani, Near Ac Market, Kolkata, West Bengal, 700071",7042881388,4.9,1326
Vega Circle Mall,"2Nd Floor, Vega Circle Mall, Siliguri, Vega Circle Mall, Siliguri, West Bengal, 734008",8447807829,4.9,994
RS Puram,"No 121 Tv Swamy Road, West Rs Puram, Opposite Krs Bakery, Coimbatore, Tamil Nadu, 641002",9319369325,4.9,1258
Flagship Store Avadi,"210, Nehru Bazar, Ph Road, Avadi, Near Chinnamman Temple, Chennai, Tamil Nadu, 600054",8447820963,4.9,1232
"Pallavaram Market, Chennai","# 8/14, Indira Gandhi Road, C Pallavaram, Chennai, Tamil Nadu, 600043",9540845413,4.9,1135
Tirunelveli,"55 C, 22, 23 High Road, Raja Building ,Opposite Old Bus Stand, 55 C, 22, 23 High Road, Raja Building, Tirunelveli, Tamil Nadu, 627001",8447732706,4.9,920
Ganapathy,"No 328, Sathy Road, Athipalayam Pirivu, Prashakthi Nagar, Ganapathy, Ganapathy, Opposite Shiva Hospital, Coimbatore, Tamil Nadu, 641006",8929270459,4.9,503
Gugai,"807 Resurvey Ward No 3, Old TSN, Ground, First & Second Floor,No 132/13, Sankari Main Road, Thathagaapatti, Gugai, Near Prabatha Signal, Salem, Tamil Nadu, 636006",9873692782,4.9,2281
Logix Mall,"Shop No 10, Ground Floor, Plot No Bw 58, Logix City Center Mall, Sector 32, Opposite Haldiram'S, Noida, Uttar Pradesh, 201301",8588911397,4.8,1021
"KW Mall, Rajnagar Extension","Shop No 48,49,50,51,52, Upper Ground Floor, KW Mall Delhi 6, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, 201017",8505956743,4.9,511
Samridhi Grand,"Shop No 9, Ground Floor, Samridhi Grand Avenue, Techzone 4, Greater Noida, Uttar Pradesh, 201305",9953596781,5.0,129
Sector 50,"Shop No B 1/50, , Sector 50, Noida, Near Noida Sector 50 Market, Noida, Uttar Pradesh, 201301",7428891081,4.8,1528
Telibagh,"Ground Floor, 587/018, Raibareli Road, Telibagh, Lucknow, Uttar Pradesh, 226002",9873976048,4.9,111
Flagship Store Gariahat,"14/6, Gariahat, Gariahat Road, Opposite Gariahat Pantaloons, Kolkata, West Bengal, 700019",8826671645,4.9,1707
Chinsurah,"21/152 Opposite Of Maitri Diagnostic, Hospital Road, Ankhan Bazar, Chinsurah, Near District Hospital, Hooghly, West Bengal, 712105",7428890078,4.9,810
Avani Riverside Mall,"Shop No 11, Ground Floor, Avani Mall, 32 Jagat Banerjee Ghat Road, Opposite Pantaloons, Howrah, West Bengal, 711102",9582701393,4.4,325
Salt Lake,"Shop No Bf/21, Sector 1, Cap Camp Island, Salt Lake, Beside Indusind Bank, Kolkata, West Bengal, 700091",7428891083,4.9,1023
"Barasat Road, Barrackpur","Ward No 7, Barasat Road, Nona Chandanpukur, Barrackpore, Kolkata, West Bengal, 700122",9582317607,4.9,368
Habra,"Jessore Road, P.S Habra, Jessore Road, Near Joygachi, Habra, West Bengal, 743263",8929289724,4.9,1507
Navalur,"Shop No 22, Rajiv Gandhi Salai, Navalur, Kanchipuram, Opposite Ags Cinemas, Chennai, Tamil Nadu, 603103",7428891158,4.9,2200
Sitara Coimbatore,"# 35/2, Avinashi Road, Near KMCH Hospital, Sitara, Coimbatore, Tamil Nadu, 641014",4222993569,,0
Besant Nagar,"11, Annai Velankani Road, Ashtalakshmi Garden, Besant Nagar, Chennai, Next To Axis Bank, Chennai, Tamil Nadu, 600090",9910380381,4.9,1452
Mowlivakkam,"5C, 212, Kundrathur Road, Moulivakkam, Chennai, Tamil Nadu, 600125",8447806514,4.9,1123
Karaikkal,"#156, Bharathiyar Road, Karaikal, Puducherry, Tamil Nadu, 609602",4368293439,5.0,15
Madhanandapuram,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",8929265275,4.9,538
Perungudi,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",7303238239,4.9,2013
Supertech North Eye,"Shop No 0005 & 0006, Ground Floor, East Wing Supertech North Eye, GH-01/A, Sector 77, Noida, Uttar Pradesh, 201301",9873967136,4.9,115
Gaur City Mall,"Shop No 10, First Floor, Gaur City Mall, Plot No C-01B-Gh-01, Sec 4, Char Murti Chowk, Greater Noida, Greater Noida, Uttar Pradesh, 201301",8929421380,4.8,1210
Chi V,"Shop No 07, Ground Floor, The Park Street, Express Park View Ii, Plot No Gh 03, Sector Chi V, Gautam Buddha Nagar, Sector Chi V, Greater Noida, Uttar Pradesh, 201310",7065045092,4.9,713
Kalikapur,"904, Purbachal Road, Kalikapur, Opposite Florence, Kolkata, West Bengal, 700078",8447731071,4.9,1080
"MG Road, Kolkata","Shop No 150, Poddar Chhatra Niwa, Cr Avenue, Mg Road, Near Mg Road Metro Station Gate No 1, Kolkata, West Bengal, 700007",7428891089,4.9,3239
Tobin Road,"Shop No 274, Bimala Udyog, Bt Road, Baranagar, Tobin Road, Near Bharat Petroleum Petrol Pump, Kolkata, West Bengal, 700036",7428891090,4.9,2416
Cooch Behar,"130, Nipendra Narayan Road, Beside Idbi Bank, Cooch Behar, West Bengal, 736101",8929695159,4.9,591
New Alipore,"Shop No 77 B, Ground Floor, Vrindavan Bhavan, Block E, New Alipore, Opposite Taj Paharpur Apartments, Kolkata, West Bengal, 700053",7428891091,4.8,2127
Forum Rangoli Mall,"Su 043, Ground Floor, Rangoli Mall 212, Girish Ghosh Road, Howrah, Belur Math Temple, Kolkata, West Bengal, 711202",9582981406,4.9,4949
Karayanchavadi,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",9582511445,4.9,1357
Mount Road,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",8929338696,4.9,1058
Porur Arcot Road,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",9319374288,4.9,1261
Salem,"No 423, Jaguar Ammapalayam Kasakaranoor, Junction Main Road Salem, Opposite Sona Salem College, Salem, Tamil Nadu, 636005",8447731085,4.9,1665
Krishnagiri,"1/374-1, Rajaji Nagar, Rayakottai Road, Rajajinagar, Opposite Rbl Bank, Krishnagiri, Tamil Nadu, 635001",8447732701,4.9,727
Trichy Karur Bypass Road,"11, Mc Arcade No 9, Karur Bypass Road, Annamalai Nagar, Next To Benelli Bike Showroom, Tiruchirappalli, Tamil Nadu, 620018",9319374190,4.9,1424
Khardah,"Shop B, Neelanchal Apartment, Station Road, Rahara Bazaar, Khardah, Beside Chitrachaya Studio, Kolkata, West Bengal, 700118",7428891092,4.9,1614
Serampore,"Shop No 61, Ground Floor, Grand Trunk Road, Serampore, Near Kalitala, Hooghly, West Bengal, 712409",7428891093,4.9,2101
Rampurhat,"Ward No 07, 528/10/1, D B Road, Kamarpatty, Kamarpatty, Near Khadim'S Showroom, Rampurhat, West Bengal, 731224",8826653375,4.9,1991
Uttarpara,"Shop No 39, New Gt Road, Uttarpara, Near Tiptop Bus Stand, Kolkata, West Bengal, 712258",7428891094,4.9,2299
Maslandapur,"Tentuliya Road, Block Habra, Maslandapur, Kolkata, West Bengal, 743289",9953799187,5.0,273
Nager Bazar,"No 153/1, Shop No 4, Baisakhi Building, No 217, Jessore Road, Nagerbazar, Near Diamond Plaza Mall, Kolkata, West Bengal, 700074",7428891096,4.9,1425
Kilpauk,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",8588808657,4.8,965
Madipakkam,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",7428891181,4.9,1745
Ramanathapuram,"1114 B, Sungam, Ramanathapuram, Trichy Road, Sungam, Coimbatore, Tamil Nadu, 641045",8929121766,4.9,1134
"Pallavaram 200Ft Road, Chennai","Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",9582386812,4.9,1507
Flagship Store at Adyar,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",7428891182,4.9,2623
Porur,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",8929341371,4.8,1088
Pattambi,"SY No 69-7/5 Of Vattakavu Padivattom, Southern Side Of Kudiyirippu Parambu, Next To Koppans Mall, Ponnani Road Village, Pattambi, Thrissur, Kerala, 67",7291816912,5.0,480
Wadakkanchery,"Ground Floor, Meenu Mart Building, Ottupara, Wadakkancherry, Opposite Relief Medical, Thrissur, Kerala, 680582",8743098291,4.9,366
Chalakudy,"Door # 278H/278I, Maria Majestic, Ccmk Junction, Chalakudy, Opposite Esaf Bank, Thrissur, Kerala, 680307",8929331602,4.9,998
Jadavpur,"Ananda Pally, Bapuji Nagar, Jadavpur, Kolkata, West Bengal, 700032",9810331506,4.9,1623
Madhyamgram,"Shop No 584/4, Sodepur Barasat Road, , Madhyamgram, Opposite Kalyan Market, Kolkata, West Bengal, 700129",7428891099,4.8,933
Valasaravakkam,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",7428891183,4.9,2888
Oggiyamduraipakkam,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",7838290305,4.9,1781
Flagship Store Madipakkam,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",8929342519,4.9,1640
Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",8800442742,4.9,4164
Kalavasal Bypass Road,"P T R Complex, No 56, Kalavasal Bypass Road, Kalavasal, Madurai, Tamil Nadu, 625010",8929266318,4.9,1493
Irinjalakuda,"Vellanikaran Building, Irinjalakuda Main Road, Irinjalakuda, Opposite Govt Model Boys Higher Secondary School, Thrissur, Kerala, 680121",8447895875,4.8,581
Thrissur,"Ground Floor, Vijaya Towers, Keerankulangara, Palakkad Road, Near St Thomas College, Thrissur, Kerala, 680001",8130347348,4.9,3485
Poothole,"Akm Complex, Sankarayya Road, Railway Station Road, Kuttipuzha Nagar, Poothole, Thrissur, Kerala, 680004",8447810174,4.8,3244
Chavakkad,"KK Mall, North Bypass Road, Chavakkad, Thrissur, Kerala, 680506",8742926805,4.8,280
Kunnamkulam,"Shop No 1, Municipal Shopping Complex, Kunnamkulam, Opposite HP Petrol Pump, Thrissur, Kerala, 680503",7428890245,4.9,867
Mettupalayam,"No 117, Karamadai Road, Coimbatore Main Road, Near Axis Bank, Mettupalayam, Tamil Nadu, 641301",9654436416,4.9,885
Moggapair West,"Pc 2/6, Second Block, Moggapair West, Near Bharat Petroleum Petrol Pump, Chennai, Tamil Nadu, 600037",7428891190,4.8,1329
Omalur Salem,"No 79/1, Andavar Complex, Near Bus Stand, Omalur, Salem, Tamil Nadu, 636455",8971437396,,0
Tirupattur,"N0 50, Palanisamy, Road, Opposite Indian Oil Petrol Pump, Tirupattur, Tamil Nadu, 635601",8929337341,4.9,527
Gandhi Nagar,"Shop No 29/15, Jayliz Junction, Azad Road, Gandhi Nagar, Aravind Eye Hospital Road, Gandhi Nagar, Near Anna Bus Stand, Madurai, Tamil Nadu, 625020",8527615333,4.8,810
Kolathur,"No 66 & 67, Sivanandha Nagar, 200 Feet Road, Kolathur, Kolathur, Near Sendhil Nagar Bus Stop, Chennai, Tamil Nadu, 600099",9319359741,4.9,2563
Flagship Store at Thuraipakkam,"Shop No 5/351, Omr Road, Okkiyampettar, Thuraipakkam, Opposite Indian Oil Petrol Pump, Chennai, Tamil Nadu, 600097",7428891200,4.9,1731
"Tambaram MEPZ, Chennai","TJP Complex, GST Road, Tambaram Sanatorium, Tambaram, Chennai, Tamil Nadu, 600045",8929341351,4.9,1010
West Mambalam,"Shop No 37/B, Aryagowda Road, Postal Colony, West Mambalam, Opposite West Mambalam Post Office, Chennai, Tamil Nadu, 600033",7428890159,4.9,1887
Sulur,"3 & 4A, Ground Floor, Sri Ramana Complex, Trichy Road, Sulur, Near Rvs College Arts & Science, Coimbatore, Tamil Nadu, 641402",8929442492,4.9,1544
Marthandam,"Block 2, 2 63 E, C P Sons Complex, Ammankoil, Marthandam, Kanyakumari, Tamil Nadu, 629165",8447745287,4.9,592
Anuparpalayam,"No 3, Avinashi Road, Gandhi Road Junction, Anupparpalayam, Tiruppur, Tamil Nadu, 641652",9582546056,4.9,489
Anna Nagar,"No 335 1, 80Ft Road, Anna Nagar, Sathamangalam, Anna Nagar, Near Hdfc Bank, Madurai, Tamil Nadu, 625020",8929340330,4.9,2262
Saidapet,"Old No 118, New Door No 16, Bazzar Road, Saidapet, Chennai, Tamil Nadu, 600015",8929346562,5.0,2274
RK Mutt Road,"234, Rk Mutt Road, Mylapore, Mylapore, Chennai, Tamil Nadu, 600004",8447822476,4.9,1385
Sivakasi,"Ts No 5/63, Babuji Complex, Gandhi Road, Parapatti, Sivakasi, Tamil Nadu, 626123",9873029640,4.9,1188
Nethaji Road,"9-C Nethaji Byepass Road, Hotel Agarwal Bavan Building, Next to DDCC Bank, Dharmapuri, Tamil Nadu, 636701",9654090185,4.9,1585
Thillai Nagar,"Store No A5, Passport Office Building, Shastri Road, Thillai Nagar, Megastar Cinema, Tiruchirappalli, Tamil Nadu, 620018",7428890186,4.9,1865
"Katpadi, Vellore","Shop No 1, Gds Complex, Green Circle, New Katpadi Road, Katpadi, Opposite New Bus Stand, Vellore, Tamil Nadu, 632004",7428890190,4.9,1895
Avinashi Road,"Shop No 441, Peelamedu, Peelamedu, Opposite Sms Hotel, Coimbatore, Tamil Nadu, 641004",7428890191,4.9,1828
Kalavasal Junction,"100, Next to Westside Showroom, Kalavasal Junction, Theni Road, Madurai, Tamil Nadu, 625016",7291806856,,0
Keelkattalai,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",9873091465,4.9,1600
"MKB Nagar, Chennai","No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",8447743721,4.9,1668
Hastinapuram,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",8929338318,4.9,1387
Injambakkam ECR,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",8929165514,4.9,697
Thillai Nagar,"31/1, Thillai Nagar 1-24, 3Rd Cross, Tiruchirapalli, Tamil Nadu, 620018",9899409505,4.9,495
Chinmayanagar,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",9582549032,4.9,948
Kanchipuram Nambi Street,"Ground Floor No 31, Thirukachi Nambi Street, Near Pachaiyappa's Women College Bus Stop, Kanchipuram, Tamil Nadu, 631501",9873804831,4.9,1225
Nelson Manickam Road,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",8929341301,5.0,1835
Mayanz Forum,"Ground Floor, Mayanz Forum, Building No 27, Mettupalayam Road, Thudiyalur, Tamil Nadu, 641034",9582671522,4.9,1368
Ammapet,"176/1, Chairman Ramalingam Road, Near Soundaraja Perumal Kovil, Ammapet, Salem, Tamil Nadu, 636001",8744094995,4.9,1949
Prozone Mall,"Shop No G18, Ground Floor, Old Sivanandha Mills, Sivanandhapuram, Prozone Mall, Coimbatore, Tamil Nadu, 641035",7428891250,4.8,1014
Kumbakonam,"Sd Groups No 9, Someswarar Sannathi Street, Near Utchipillaiyar Kovil, Kumbakonam, Tamil Nadu, 612001",8588808414,4.9,1036
MMDA Colony Arumbakkam,"No 26, Vinayagapuram Street, 1St Main Road, Mmda Colony Arumbakkam, Mmda Colony Arumbakkam, Opposite Apollo Pharmacy, Chennai, Tamil Nadu, 600106",8929508654,4.9,1400
Adambakkam Brindhavan Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",8929311301,4.9,3028
18th Main Road Anna Nagar,"269, 18Th Main Road, Udhayam Colony, Anna Nagar, 18Th Main Road, Chennai, Tamil Nadu, 600040",8929266320,4.9,1498
Flagship Store at Chrompet,"Shop No 212, Ground Floor, Gst Road, , Chrompet, Near Chrompet Railway Station, Chennai, Tamil Nadu, 600044",7428891267,4.9,3079
Ondipudur,"2334 Ondipudur Trichy Road, Ondipudur Bus Stop, Ondipudur, Opposite The Chennai Mobiles, Coimbatore, Tamil Nadu, 641016",7428891057,4.9,1055
MG Road,"358-368, MG Road, Stainte Therese Street Junction, Opposite Petit Seminare School, Puducherry, Tamil Nadu, 605001",9582729056,4.9,261
Kattur Bypass Trichy,"SF No 2B1 & A1, Thanjavur Main Road, Ellakudi, Kattur, Tiruchirappalli, Tamil Nadu, 620019",8744049839,4.9,1016
"Tambaram Kakkan Road, Chennai","Shop No 12/B, Ground Floor, Kakkan Street, West Tambaram, Next To Vidhya Theatre, Chennai, Tamil Nadu, 600045",7428890263,4.9,1484
Perungalathur,"New No 24, Old No 42, Kalaignar Nedunchalai, Srinivasanagar, Perungalathur, Chennai, Tamil Nadu, 600063",7065344888,4.9,962
Ponneri,"#63, NGO Nagar Extension, Hariharan Bazaar Street, Opposite Reliance Trends, Ponneri, Thiruvallur, Tamil Nadu, 601204",9582430195,5.0,982
Flagship Store at Anna Nagar,"Shop No Ab152, Flat No 41B, 4Th Avenue, Shanthi Colony, Anna Nagar, Opposite Srivari Sweets, Chennai, Tamil Nadu, 600040",7428891289,4.9,7488
Saravanampatti,"95/1b, Next to Federal Bank, Sathy Road, Saravanampatti, Opposite Guruamuthas Veg Tradition, Coimbatore, Tamil Nadu, 641035",7289870102,4.8,1034
Kattupakkam,"2/220, Kattupakkam Main Road, No 47, Taluk Ponnamallee South, Chennai, Tamil Nadu, 600056",9643883035,4.9,265
Kovai Road,"Door No 61 & 62, Shop No 7 & 8, Municipality Ward No 6, Kovai Road, Pollachi, Tamil Nadu, 642002",8800331582,4.8,644
Kumaran Road,"1267 & 262, Kumaran Road, Tiruppur, Tamil Nadu, 641601",8447934964,4.9,1448
Triplicane,"203/360, Triplicane High Road, Triplicane, Opposite To South Indian Bank, Chennai, Tamil Nadu, 600005",8447731038,4.9,627
Adambakkam,"No 33 & 56, Old, Vellalar St, Near to Grace Super Market, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu, 600088",8376801687,4.9,1607
Kuniyamuthur,"No 396, Palakkad Main Road, Kuniyamuthur, Near Reliance Kannan Smart, Coimbatore, Tamil Nadu, 641008",8929346341,4.9,2891
Asher Nagar,"No 137/8/86, Avinashi Road, Asher Nagar, Opposite Indian Oil Petrol Pump, Tiruppur, Tamil Nadu, 641603",7428890268,4.8,1293
